default,balance,housing,loan
no,682,yes,yes
no,18,no,no
no,0,yes,no
no,405,yes,no
no,298,yes,yes
no,1595,yes,no
no,1107,yes,no
no,682,yes,no
no,-287,yes,yes
no,2229,yes,no
no,7544,yes,no
no,3429,yes,yes
no,-204,yes,yes
no,14,yes,yes
no,61,yes,no
no,635,yes,no
no,0,yes,no
no,245,yes,no
no,-476,yes,no
no,-424,yes,no
no,-545,yes,yes
no,9725,yes,no
no,162,no,no
no,-175,yes,no
no,-75,yes,no
no,695,yes,no
no,18,yes,no
no,-473,yes,no
no,360,yes,no
no,-367,yes,no
no,0,yes,no
no,-72,yes,no
no,-110,yes,no
no,-396,yes,no
no,125,no,no
no,605,yes,no
no,880,yes,no
no,-309,yes,no
no,1746,yes,no
no,95,yes,no
no,48,no,no
no,569,yes,yes
no,930,yes,yes
no,320,yes,yes
no,258,yes,no
no,277,yes,no
no,102,yes,no
no,93,no,no
no,21,no,no
no,2070,yes,yes
no,96,no,no
no,2316,yes,no
no,174,yes,yes
no,-297,yes,no
no,-465,no,no
no,0,yes,no
no,519,yes,yes
no,192,yes,no
no,314,yes,yes
no,-274,yes,no
no,283,no,yes
yes,-1013,yes,no
no,-376,yes,no
no,207,yes,no
no,66,yes,no
no,1573,yes,no
no,5,yes,no
no,7216,yes,no
no,-330,yes,yes
no,2619,yes,no
no,138,no,no
no,-236,yes,no
no,764,no,no
no,-45,yes,no
no,1257,yes,no
no,3311,yes,yes
no,1185,yes,no
no,0,yes,no
no,-452,yes,no
no,-446,yes,no
no,265,yes,no
no,293,yes,no
no,-305,yes,no
no,690,yes,no
no,2720,yes,no
no,-140,yes,no
no,1256,no,no
no,620,yes,no
no,-95,yes,yes
no,1,yes,no
no,354,yes,no
no,494,yes,no
no,116,yes,no
no,476,yes,yes
no,791,yes,no
no,53,yes,no
no,-1026,yes,no
no,316,yes,no
no,457,yes,yes
no,-556,yes,yes
no,2,yes,yes
no,0,yes,yes
no,484,yes,no
no,200,yes,no
no,-415,yes,no
no,899,yes,no
no,205,no,no
no,241,yes,no
no,473,yes,yes
no,529,yes,yes
no,187,yes,no
no,217,yes,no
no,984,yes,no
no,27,yes,no
no,-99,no,yes
no,3,yes,no
no,189,yes,no
no,54,yes,yes
no,302,yes,no
no,2287,yes,no
no,-88,yes,no
no,291,yes,no
no,77,yes,no
no,-68,yes,no
no,504,yes,no
no,-579,yes,no
no,381,yes,no
no,-498,yes,yes
no,501,no,no
no,-196,yes,yes
no,5284,yes,no
no,105,yes,no
no,283,yes,no
no,-566,yes,no
no,-576,yes,no
no,0,yes,no
no,-167,yes,no
no,0,yes,no
no,-256,yes,no
no,1640,yes,no
no,1492,yes,no
no,0,no,no
no,1928,yes,no
no,23,yes,no
no,-476,yes,no
no,437,yes,no
no,-247,yes,no
no,-921,yes,no
no,-158,no,no
no,-800,yes,no
no,517,yes,no
no,-199,no,no
no,175,yes,no
no,283,yes,no
no,74,yes,no
no,1693,yes,no
no,-307,yes,yes
no,0,no,no
no,607,yes,no
no,328,no,no
no,494,yes,no
no,1746,yes,no
no,1050,yes,no
no,198,yes,no
no,-502,yes,yes
no,-626,yes,no
no,104,yes,no
no,-91,yes,no
no,21111,yes,no
no,460,yes,no
no,526,no,no
no,-69,yes,no
no,1032,yes,no
no,-140,yes,no
no,6,yes,no
no,306,no,no
no,1024,yes,no
no,975,yes,no
no,1327,yes,yes
no,626,yes,no
no,-93,yes,no
no,442,yes,no
no,1449,no,no
no,-544,yes,yes
no,-69,yes,no
no,1785,yes,no
no,-94,yes,no
no,941,yes,no
yes,-204,yes,no
no,480,yes,no
no,1145,yes,no
no,782,yes,no
no,339,yes,no
no,4587,no,no
no,1050,yes,no
yes,1147,yes,yes
no,879,yes,no
no,0,yes,no
no,0,no,no
no,974,yes,no
yes,-614,yes,no
no,252,yes,yes
no,953,yes,no
no,5888,yes,no
no,129,yes,no
no,5880,yes,no
no,403,yes,no
no,1265,yes,yes
no,685,yes,no
no,-901,yes,no
no,99,yes,no
no,541,yes,no
no,3057,yes,no
no,343,yes,no
no,479,yes,no
no,2697,yes,yes
no,66,yes,no
no,303,yes,yes
no,168,yes,no
no,-196,yes,no
no,0,yes,no
no,-213,yes,yes
no,4436,yes,no
no,27,yes,yes
no,1612,yes,no
no,87,yes,no
no,9894,yes,no
no,4030,yes,no
no,339,yes,no
no,-215,yes,no
no,26,yes,yes
no,-220,yes,no
no,440,yes,no
no,25,no,no
no,0,yes,no
no,-152,yes,yes
no,-22,yes,no
no,685,yes,no
no,-367,yes,yes
no,289,yes,no
no,1414,yes,no
no,-421,yes,no
no,607,yes,no
no,576,yes,yes
no,365,no,no
no,1209,yes,no
no,5151,yes,yes
no,448,yes,no
no,0,no,no
no,1464,yes,yes
no,36,yes,no
no,4110,yes,no
no,901,yes,no
no,314,yes,no
no,306,yes,no
no,1037,yes,no
no,-571,yes,yes
no,96,yes,yes
no,-376,yes,no
no,445,yes,no
no,60,yes,no
no,823,no,no
no,-551,yes,yes
no,0,yes,yes
no,23,yes,no
no,70,yes,no
no,474,yes,yes
no,3201,yes,no
no,4,yes,no
no,0,yes,no
no,-186,yes,no
no,159,yes,no
no,452,yes,no
no,61,yes,no
no,6575,yes,no
no,2294,yes,no
no,39,yes,no
no,392,yes,yes
no,-358,yes,no
no,1255,yes,yes
no,-271,yes,yes
no,-382,yes,no
no,2805,yes,no
no,229,no,no
no,0,yes,no
no,2366,yes,no
no,4716,yes,no
no,1631,yes,no
no,3344,yes,no
no,-331,yes,yes
no,108,yes,no
no,337,yes,no
no,553,yes,no
no,3532,yes,no
no,2065,yes,yes
no,133,yes,no
no,72,yes,no
no,278,yes,no
no,2085,yes,no
no,247,yes,yes
no,1,yes,yes
no,6471,yes,yes
no,-4,no,no
no,77,yes,no
no,639,yes,no
no,-870,yes,no
no,-63,yes,no
no,-1379,yes,no
no,4131,yes,no
no,-281,yes,no
no,9,yes,no
no,-463,yes,no
no,3935,yes,yes
no,35,yes,yes
no,51,no,no
no,0,yes,no
no,7137,yes,no
no,0,yes,no
no,109,yes,no
no,-157,yes,no
no,226,no,no
no,6758,yes,yes
no,-185,yes,no
no,48,no,no
no,1353,yes,no
no,3,yes,no
no,429,yes,no
no,134,yes,yes
no,-15,no,no
no,208,yes,no
no,27,yes,no
no,-222,yes,no
no,91,no,no
no,612,yes,no
no,5455,yes,no
no,1307,yes,no
no,4038,yes,yes
no,2776,yes,no
no,0,yes,no
no,0,yes,no
no,1016,yes,no
no,87,yes,no
no,508,yes,no
no,351,yes,no
no,352,yes,yes
no,203,yes,no
no,189,yes,no
no,293,yes,no
no,-197,yes,no
no,489,yes,no
no,-124,yes,no
no,150,yes,yes
no,-185,yes,yes
no,74,yes,yes
no,653,yes,no
no,737,yes,yes
no,-92,yes,no
no,132,no,no
no,-119,yes,no
no,92,yes,no
no,-215,yes,no
no,-849,yes,yes
no,32,yes,no
no,214,yes,no
no,3160,yes,no
yes,0,yes,no
no,-1500,yes,no
no,876,no,no
no,-124,no,no
no,8,yes,no
no,3517,yes,no
no,46,yes,no
no,-725,yes,no
no,810,yes,no
no,-50,yes,no
no,-21,yes,no
no,473,yes,no
no,-24,yes,no
no,-302,yes,no
no,557,yes,yes
yes,-238,yes,no
no,-106,yes,no
no,-44,yes,no
no,373,yes,no
no,535,yes,yes
no,169,yes,no
no,372,yes,no
no,-1040,yes,yes
no,836,yes,no
no,17,yes,no
no,-634,yes,yes
no,-131,yes,yes
no,326,yes,no
no,0,yes,yes
no,57,yes,no
no,-268,yes,no
no,115,no,no
no,-26,yes,no
no,-371,yes,no
no,4388,yes,no
no,-335,yes,no
no,3154,yes,yes
no,-458,no,no
no,1475,yes,no
no,-330,yes,yes
no,-417,yes,no
no,0,yes,no
no,408,yes,no
no,110,yes,no
no,-294,yes,no
no,-61,yes,no
no,23,yes,no
no,3087,yes,yes
no,-187,yes,yes
no,146,no,no
no,939,yes,no
no,1217,yes,no
no,-11,yes,no
no,-69,yes,no
no,-212,yes,no
no,345,yes,no
no,356,yes,no
no,-663,yes,no
no,-482,yes,no
no,991,yes,no
no,501,yes,yes
no,256,no,no
no,-48,yes,no
no,1641,yes,no
no,818,yes,no
no,154,yes,no
no,-641,yes,yes
no,219,yes,no
no,1867,yes,yes
no,910,yes,yes
no,34,yes,no
no,712,yes,no
no,0,yes,no
no,168,no,no
no,1025,yes,no
no,457,yes,yes
no,109,yes,no
no,-44,yes,no
no,-384,yes,no
no,3875,yes,no
no,1004,yes,yes
no,-71,no,no
no,33,yes,yes
no,2904,yes,no
no,271,yes,no
no,-507,yes,no
no,1411,yes,no
no,3773,yes,no
no,1954,yes,yes
no,244,yes,no
no,216,yes,no
yes,-627,yes,yes
no,619,yes,yes
no,2564,yes,no
no,-8,yes,no
no,505,yes,yes
no,-43,yes,yes
no,1057,yes,no
no,-139,yes,yes
no,13,yes,no
no,90,yes,no
no,203,yes,no
no,-383,yes,no
no,-676,yes,yes
no,1698,yes,no
no,-269,yes,no
no,2124,yes,no
no,4793,no,no
no,33,yes,no
no,21,yes,no
no,119,yes,no
no,0,no,no
no,315,yes,no
no,-395,yes,no
no,223,yes,no
no,145,yes,no
no,333,yes,no
no,3170,yes,no
no,-847,yes,no
no,68,yes,no
no,-704,yes,no
no,388,yes,yes
no,270,yes,no
no,-241,yes,yes
no,56,yes,yes
no,411,yes,no
no,-585,yes,yes
no,1534,yes,no
no,-143,yes,yes
no,68,yes,yes
no,936,yes,no
no,13,yes,no
no,-88,yes,no
no,21,yes,no
no,-288,yes,no
yes,87,yes,no
no,274,yes,no
no,357,yes,no
no,-337,yes,no
yes,-455,no,no
no,258,yes,no
no,474,yes,no
no,66,no,no
no,74,yes,no
no,2354,no,yes
no,-28,yes,no
no,0,yes,no
no,1196,yes,no
no,486,yes,no
no,-76,yes,no
no,-370,yes,no
no,290,yes,no
no,116,yes,no
no,915,yes,no
no,0,yes,no
no,-407,yes,no
no,-214,yes,no
no,715,yes,no
no,-302,yes,yes
no,88,yes,no
no,737,yes,no
no,1547,yes,yes
no,975,yes,no
no,6,yes,no
no,459,yes,no
no,723,yes,no
no,1230,yes,no
no,0,no,no
no,700,yes,no
no,22,yes,no
no,479,yes,no
no,776,yes,no
no,1575,yes,no
no,592,yes,yes
no,3052,yes,no
yes,-56,yes,no
no,-159,yes,no
no,1135,yes,no
no,2984,yes,no
no,-98,yes,no
no,1304,yes,no
no,684,yes,no
no,-999,yes,no
no,1196,no,no
no,-353,yes,yes
no,1626,yes,yes
no,33,yes,no
no,-118,yes,yes
no,1539,yes,yes
no,-438,yes,no
no,108,yes,no
no,0,no,no
no,3052,yes,yes
no,0,yes,no
no,-825,no,no
no,1000,yes,yes
no,-120,yes,no
no,124,no,no
no,-512,yes,yes
no,212,no,no
no,3257,yes,no
no,-437,yes,yes
no,-549,yes,yes
no,-213,yes,yes
no,-429,yes,yes
no,2001,yes,no
no,1391,yes,no
no,-1042,yes,no
no,16957,yes,no
no,348,yes,no
no,-317,yes,no
no,1715,yes,yes
no,-154,yes,no
no,-274,yes,yes
no,-267,yes,no
no,836,yes,no
no,1160,yes,no
no,-230,yes,yes
no,220,yes,no
no,-37,yes,no
no,1043,yes,no
no,763,yes,no
no,49,no,yes
no,0,no,no
no,633,yes,no
no,-76,yes,no
no,-616,yes,yes
no,1359,yes,no
no,234,yes,no
no,-611,yes,no
no,-363,yes,yes
no,-333,yes,no
yes,-275,yes,yes
no,863,yes,yes
no,839,yes,no
no,1555,yes,no
no,284,yes,no
no,-165,yes,yes
no,941,yes,no
no,223,yes,yes
no,1285,yes,no
no,246,yes,no
no,891,yes,no
no,-100,yes,no
no,6,yes,yes
no,93,no,yes
yes,-683,yes,yes
no,-220,yes,no
no,13,yes,yes
no,1383,yes,no
no,0,yes,no
no,-329,yes,no
no,1141,yes,no
no,204,yes,no
no,38,yes,no
no,22,yes,yes
no,154,yes,no
no,97,yes,no
no,0,no,no
no,1222,no,no
no,-666,yes,no
no,-37,yes,no
no,0,yes,no
no,0,yes,yes
no,0,yes,no
no,156,yes,no
no,445,yes,no
no,-718,yes,yes
no,3635,yes,no
no,1944,yes,no
no,316,yes,yes
no,949,yes,no
no,259,yes,no
no,452,yes,no
no,-199,yes,no
no,781,yes,no
no,279,yes,no
no,-479,yes,no
no,84,yes,no
no,1126,yes,no
no,4063,yes,no
no,1553,yes,no
no,68,yes,no
no,153,yes,no
no,843,yes,no
no,-325,yes,yes
no,0,yes,yes
no,218,yes,no
no,-326,yes,no
no,-229,yes,no
no,351,yes,no
no,-360,yes,no
no,-203,yes,no
no,-239,yes,no
no,768,yes,yes
no,13186,yes,no
no,6429,yes,yes
no,22867,yes,no
no,0,yes,no
no,-93,yes,no
no,7832,yes,no
no,-735,yes,no
no,-133,yes,no
no,818,yes,yes
no,844,no,yes
no,28,yes,no
no,79,yes,no
no,369,yes,yes
no,5891,yes,no
no,78,yes,no
no,186,yes,no
no,-311,yes,no
no,10436,no,no
no,411,yes,yes
no,68,yes,no
no,133,yes,no
no,-173,yes,no
no,51,yes,yes
no,132,yes,no
no,-804,yes,yes
no,-562,yes,no
no,-274,yes,no
no,0,yes,no
no,254,yes,no
no,-477,yes,yes
no,175,yes,no
no,26,yes,no
no,49,yes,no
no,-202,no,no
no,6164,yes,no
no,-330,yes,no
no,-397,yes,no
no,750,yes,no
no,725,yes,yes
no,-1725,yes,no
no,180,yes,yes
no,-190,yes,no
no,-96,yes,no
no,554,yes,no
no,-295,yes,yes
no,913,yes,no
no,3037,yes,no
no,9713,yes,no
no,1410,yes,no
no,428,yes,yes
no,542,yes,yes
no,-254,yes,yes
no,1653,yes,yes
no,-27,yes,no
no,712,yes,no
no,3723,yes,no
yes,-684,yes,no
no,557,yes,yes
no,795,yes,no
no,-78,yes,no
no,902,yes,no
no,2344,yes,no
no,844,yes,no
no,0,yes,no
no,544,yes,no
no,111,yes,yes
no,-1547,yes,yes
no,-349,yes,no
no,261,yes,no
no,1379,yes,no
no,-342,yes,no
no,0,yes,no
yes,6,yes,yes
no,362,yes,no
no,427,yes,yes
no,556,yes,no
no,318,yes,no
no,-105,yes,no
no,-538,no,yes
no,2784,yes,no
no,920,yes,yes
no,627,yes,no
no,244,yes,no
no,0,yes,yes
yes,-34,yes,no
no,6,yes,no
no,174,no,yes
no,36,yes,no
no,-208,yes,no
no,1412,yes,yes
no,75,yes,no
no,2593,no,no
no,-259,yes,no
no,0,yes,no
no,1432,yes,yes
no,906,yes,no
no,169,yes,no
no,-245,yes,no
no,914,yes,no
no,15,yes,no
no,10865,yes,no
no,-932,no,no
no,77,yes,no
no,1183,yes,no
no,0,no,no
no,100,yes,yes
no,349,yes,no
no,424,yes,no
no,-1148,yes,yes
no,-297,yes,no
no,-476,yes,no
no,1657,yes,no
no,231,yes,no
no,2278,yes,no
no,2597,yes,no
no,3620,yes,no
no,318,yes,no
no,1598,yes,yes
no,2615,yes,no
no,-127,yes,no
no,2005,yes,no
no,3809,yes,no
no,122,no,no
no,-701,yes,no
no,5172,yes,no
no,106,yes,no
no,10065,no,no
no,199,yes,no
no,260,yes,no
no,-274,no,yes
no,-247,yes,no
no,-154,yes,yes
no,4513,yes,no
no,8326,yes,no
no,-435,yes,no
no,0,no,no
no,1072,yes,no
no,0,no,no
no,2849,yes,no
no,100,yes,yes
yes,-71,yes,no
no,206,yes,yes
no,-732,yes,yes
no,877,yes,no
no,292,yes,no
no,392,yes,no
no,139,no,yes
no,-218,yes,no
no,350,yes,no
no,657,yes,yes
yes,-770,yes,no
no,-54,yes,no
no,175,yes,no
no,0,yes,yes
no,0,yes,yes
no,326,yes,no
no,1123,no,yes
no,4681,yes,no
no,115,yes,yes
no,181,yes,no
no,-473,yes,no
no,49,no,no
no,-303,yes,no
no,1615,yes,no
no,1066,yes,no
no,1973,yes,no
no,-175,yes,yes
no,1964,no,yes
no,61,yes,no
no,314,no,no
no,5766,yes,yes
no,-59,yes,no
no,449,yes,yes
no,82,no,no
no,311,yes,yes
no,719,yes,no
no,35,yes,no
no,2570,no,no
no,1427,yes,no
no,5222,yes,no
no,2751,yes,no
no,0,yes,no
no,3002,yes,no
no,598,yes,no
no,363,yes,no
no,18,yes,yes
no,-262,no,no
no,68,yes,no
no,43,yes,yes
no,1227,yes,yes
no,16232,no,no
no,-230,yes,yes
no,265,yes,no
no,-255,yes,yes
no,9779,yes,yes
no,-345,yes,no
no,-752,yes,no
no,6840,yes,no
no,3004,no,no
no,2083,yes,no
no,2451,yes,no
no,577,yes,no
no,668,yes,no
no,851,yes,no
no,849,yes,no
no,1489,yes,no
no,280,yes,yes
no,0,yes,no
no,0,yes,no
no,55,no,no
no,535,yes,yes
no,-241,yes,no
no,-254,yes,yes
no,-184,yes,yes
no,1692,yes,yes
no,-196,yes,no
no,317,yes,yes
no,802,yes,no
no,755,yes,no
no,420,yes,no
no,1386,yes,no
no,-170,yes,no
no,-454,yes,yes
no,162,yes,no
no,442,yes,no
no,1996,yes,yes
no,-679,yes,yes
no,-839,yes,no
no,8594,yes,no
no,2921,yes,no
no,419,yes,no
no,311,yes,no
no,214,yes,no
no,4590,yes,no
no,1214,no,no
yes,-463,yes,no
no,605,yes,no
no,-403,yes,no
no,110,yes,no
no,779,yes,no
no,579,yes,no
no,0,yes,no
no,0,no,no
no,412,no,no
no,15,yes,no
no,1611,yes,no
no,-15,yes,no
no,45,no,no
no,-136,yes,no
no,1849,yes,no
no,1453,yes,no
no,1450,yes,no
no,525,yes,yes
no,284,yes,no
no,54,yes,no
no,-108,yes,no
no,298,yes,no
no,-365,yes,no
no,-1,yes,no
no,1101,yes,yes
no,133,yes,no
no,855,no,no
no,2430,yes,no
no,169,yes,no
no,933,yes,no
no,2364,yes,no
no,728,yes,yes
no,1468,yes,no
no,214,yes,no
no,391,yes,yes
no,1865,yes,no
no,448,yes,no
no,-130,yes,no
no,1150,yes,no
no,-363,yes,yes
no,1820,yes,no
no,2862,yes,no
no,4050,yes,no
yes,-279,yes,no
no,1388,yes,no
no,-478,yes,no
no,-103,yes,no
no,-443,yes,no
no,101,yes,no
no,2262,yes,no
no,54,yes,no
no,0,yes,no
no,50,no,no
no,40,yes,no
no,308,yes,no
no,21,yes,no
no,1966,yes,no
no,1,no,no
no,1857,yes,no
no,-648,yes,no
no,168,yes,no
no,876,yes,no
no,80,yes,no
no,-286,yes,no
no,-619,yes,no
no,-137,yes,yes
no,115,yes,no
no,58,yes,no
no,1401,yes,no
no,55,yes,yes
no,1333,yes,yes
no,-90,yes,no
no,3791,yes,no
no,490,yes,no
no,480,yes,no
no,228,yes,no
no,-320,yes,no
no,3672,yes,yes
no,-160,yes,no
no,207,yes,no
no,916,yes,no
no,3298,yes,no
no,1182,yes,no
no,1203,yes,yes
no,72,yes,yes
no,1171,yes,no
no,36,yes,no
no,1242,yes,no
no,-20,no,no
no,310,yes,no
no,970,yes,no
no,194,yes,no
no,6307,yes,no
no,514,yes,no
no,-164,yes,no
no,1566,no,no
no,-905,yes,no
no,6,yes,no
no,674,yes,yes
no,230,yes,no
no,715,yes,no
no,-1310,yes,yes
no,1731,yes,yes
no,150,yes,no
no,288,yes,no
no,-158,yes,no
no,511,yes,yes
no,1686,yes,no
no,5980,yes,no
no,292,yes,no
no,665,yes,no
no,396,yes,no
no,570,yes,no
no,-541,yes,yes
no,17,no,no
no,16173,yes,no
no,894,yes,no
yes,-397,yes,no
no,231,yes,no
no,281,yes,no
no,112,yes,yes
no,53,yes,yes
no,677,yes,no
no,294,yes,no
no,1624,yes,yes
no,449,yes,no
no,1069,no,no
no,8298,yes,yes
no,1577,yes,yes
no,-579,yes,yes
no,59,yes,no
no,12,yes,no
no,1815,yes,no
no,4307,yes,no
no,638,yes,yes
no,-526,yes,no
no,294,yes,yes
no,2954,yes,no
no,578,yes,no
no,811,yes,no
no,7063,yes,no
no,5288,yes,no
no,580,yes,no
no,384,no,no
no,61,yes,no
no,642,yes,no
no,79,yes,no
no,586,yes,no
no,61,yes,yes
no,3217,yes,no
no,1020,yes,no
no,-317,yes,no
no,-22,yes,no
no,158,yes,no
no,-327,yes,no
no,218,yes,yes
no,183,yes,yes
no,1129,yes,no
no,554,yes,no
no,57,no,no
no,-240,no,yes
no,11417,yes,no
no,-171,yes,no
no,-449,yes,no
no,228,yes,no
no,-53,yes,no
no,175,no,no
no,1196,yes,yes
no,419,yes,no
no,2692,no,no
no,2835,yes,no
no,-779,yes,no
no,26,yes,no
no,-112,yes,no
no,854,yes,no
no,3636,no,no
no,9636,yes,no
no,446,yes,no
no,59,yes,no
no,1621,yes,no
no,0,yes,no
no,-299,yes,no
no,70,yes,no
yes,7,no,no
no,-366,yes,no
no,-518,yes,yes
no,490,yes,no
no,714,yes,no
no,3529,yes,no
no,98,yes,no
no,0,yes,yes
no,529,yes,no
no,397,yes,no
no,557,yes,no
no,314,yes,no
no,1636,yes,no
no,1502,yes,no
yes,-1655,yes,no
no,428,no,no
no,7304,yes,no
no,1536,yes,no
no,1246,no,no
no,344,yes,yes
no,271,yes,no
no,293,yes,no
no,562,yes,no
no,302,no,no
no,-568,yes,yes
no,479,yes,no
no,1336,yes,no
no,1058,yes,no
no,839,yes,no
no,22008,yes,no
no,-73,yes,no
no,-65,yes,no
no,407,yes,no
no,490,yes,no
no,156,yes,yes
no,655,no,no
yes,-504,yes,no
no,279,yes,no
yes,-310,yes,no
no,-314,yes,no
no,-233,yes,no
no,327,yes,no
no,1103,yes,no
no,373,yes,no
no,-312,yes,no
no,2193,yes,yes
no,24,yes,no
no,105,yes,yes
no,0,yes,yes
no,330,yes,no
no,284,yes,yes
no,445,yes,no
no,172,yes,no
no,1995,yes,no
no,771,yes,no
no,393,yes,no
no,-421,yes,yes
no,99,yes,no
no,-480,no,no
no,10,no,yes
no,8089,yes,no
no,73,yes,no
no,134,yes,no
no,5605,yes,no
no,3331,yes,no
no,5214,yes,no
no,-245,yes,yes
no,-89,yes,no
no,170,yes,no
no,1417,yes,no
no,4264,yes,no
no,949,yes,no
no,242,yes,yes
no,-258,yes,no
no,105,yes,no
no,1280,yes,no
no,504,yes,no
no,-160,yes,no
no,1306,yes,no
no,3254,yes,no
no,419,yes,no
no,-58,yes,yes
no,2926,yes,no
no,-61,no,no
no,22,no,no
no,-36,yes,yes
no,137,no,no
no,2428,yes,no
no,100,no,no
no,24,yes,no
no,2030,yes,no
no,0,yes,no
no,-409,yes,no
no,855,yes,no
no,614,yes,no
no,3,yes,no
no,648,yes,no
no,935,yes,no
no,695,yes,no
no,73,yes,no
no,1039,yes,no
no,-304,yes,no
no,241,yes,no
no,133,yes,no
no,1328,yes,no
no,0,yes,no
no,-288,yes,no
no,3443,yes,no
no,415,yes,yes
no,255,no,no
no,6,yes,no
no,-284,yes,no
no,305,yes,no
no,81,yes,no
no,2607,yes,no
no,201,yes,no
no,265,yes,no
no,625,yes,no
no,1134,yes,no
no,327,yes,no
no,-1350,yes,yes
no,3198,yes,no
no,2176,yes,no
no,-310,yes,yes
no,692,yes,no
no,4366,yes,no
no,35,yes,no
no,442,no,no
no,44,no,no
no,0,yes,no
no,223,yes,no
no,92,yes,no
no,-971,yes,yes
no,1307,yes,no
no,179,yes,no
no,1117,yes,no
no,-461,yes,no
no,5883,yes,no
no,-342,yes,no
no,1385,yes,no
no,-211,yes,yes
no,2612,yes,no
no,124,yes,no
yes,-675,yes,no
no,3104,yes,no
no,398,yes,no
no,77,yes,yes
no,2706,yes,no
no,192,yes,no
no,957,yes,no
no,593,yes,no
no,1493,yes,no
no,0,yes,no
no,51,yes,no
no,-938,yes,no
no,457,yes,yes
yes,337,yes,no
no,1531,yes,no
no,33,yes,no
no,0,yes,no
no,5336,no,no
yes,947,yes,no
no,2,no,no
no,935,yes,yes
no,731,yes,no
no,-1,no,no
no,419,yes,yes
no,22171,yes,no
no,-33,yes,no
no,-140,yes,no
no,439,no,no
no,-598,yes,no
no,261,yes,no
no,-160,yes,no
no,322,yes,no
no,1025,yes,no
yes,-931,yes,no
no,-107,yes,no
no,481,yes,no
no,-516,yes,no
no,610,yes,no
no,579,yes,no
no,225,yes,no
no,1780,yes,no
no,803,yes,no
yes,-347,yes,yes
no,1238,yes,no
no,992,yes,yes
yes,0,yes,yes
no,489,no,no
no,-717,yes,no
no,3955,yes,no
no,667,yes,no
no,325,yes,no
no,3538,yes,no
no,192,yes,no
no,2166,yes,no
no,-384,yes,no
no,1377,yes,no
no,50,no,no
yes,-354,yes,yes
no,606,yes,no
no,120,yes,no
no,-357,yes,yes
no,194,yes,no
no,-378,yes,no
no,931,yes,no
no,1210,yes,yes
no,329,yes,no
no,355,yes,yes
no,25,yes,no
no,739,yes,yes
no,758,yes,no
no,542,no,no
no,740,yes,no
no,476,yes,no
no,3753,yes,no
no,1386,yes,yes
no,335,yes,no
no,882,yes,yes
no,-659,yes,yes
no,-428,yes,no
no,119,yes,no
no,245,yes,no
no,519,yes,no
no,300,yes,yes
no,91,no,yes
no,-496,yes,no
no,-187,yes,no
no,219,yes,yes
no,571,yes,yes
no,-495,yes,no
no,11269,no,no
no,2,yes,no
no,3557,yes,no
no,34,yes,yes
no,181,yes,no
no,943,yes,no
no,1020,yes,no
no,250,yes,no
no,724,yes,no
no,4243,yes,no
no,48,yes,yes
no,0,yes,yes
no,1004,yes,no
no,1328,yes,no
no,2508,yes,no
no,1919,yes,no
no,130,yes,no
no,485,yes,no
no,179,yes,no
no,615,yes,no
no,2571,yes,no
no,-111,yes,no
no,-106,yes,no
no,31,no,no
no,84,yes,no
no,0,yes,yes
no,3181,yes,no
no,748,no,no
no,1314,yes,no
no,0,yes,no
no,3083,yes,no
no,1903,yes,no
no,-4,yes,yes
no,813,yes,no
no,192,yes,yes
no,6998,yes,no
yes,1,yes,yes
no,3935,yes,no
no,630,yes,no
no,1993,no,no
no,130,yes,no
no,327,yes,no
no,1016,yes,no
no,559,yes,no
no,404,yes,no
no,283,yes,yes
no,2041,yes,yes
no,394,yes,no
no,34,yes,no
no,72,yes,no
no,1308,yes,no
no,2895,yes,no
no,193,yes,no
no,75,yes,no
no,3279,yes,no
no,1938,no,no
no,0,no,no
no,-690,yes,yes
no,1119,no,no
no,623,yes,yes
no,426,yes,no
no,310,yes,no
no,262,yes,no
no,44,no,no
no,2081,yes,no
no,5172,yes,no
no,2486,yes,no
no,1423,yes,no
no,36,yes,no
no,224,yes,no
no,1541,yes,no
no,1598,yes,no
no,77,yes,no
no,1242,yes,no
no,1533,no,no
no,1939,yes,no
no,2237,yes,no
no,32948,no,no
no,765,yes,no
no,1403,yes,no
no,451,yes,no
no,6174,yes,yes
no,984,yes,no
no,1910,yes,no
no,72,no,no
no,249,yes,no
no,-972,yes,no
no,-939,yes,no
no,436,yes,no
no,451,yes,yes
no,11953,yes,yes
no,3672,yes,no
no,176,no,no
no,0,no,no
no,0,yes,no
no,1504,yes,no
no,722,yes,no
no,1269,yes,no
no,118,no,no
no,1017,yes,no
no,551,no,no
no,0,yes,no
no,209,no,no
no,841,yes,no
no,1099,no,no
no,505,yes,yes
no,0,yes,no
no,-178,yes,yes
no,538,yes,no
no,2523,yes,no
no,744,yes,no
no,-488,yes,no
no,3354,yes,no
no,187,yes,no
no,832,yes,yes
no,2079,yes,yes
no,1301,yes,no
no,77,yes,no
no,1072,no,yes
no,15578,yes,no
no,809,yes,yes
no,13761,yes,no
no,790,yes,no
no,4497,yes,no
no,-456,yes,no
no,1749,yes,no
no,537,no,no
no,1474,yes,yes
no,1545,yes,no
no,776,yes,no
no,1286,yes,yes
no,285,yes,yes
yes,-1489,yes,yes
no,806,yes,no
no,297,yes,no
no,340,yes,no
no,130,yes,no
no,1307,yes,no
no,6491,yes,no
no,2137,no,no
no,611,yes,no
no,2402,yes,no
no,2608,yes,no
no,285,yes,yes
